item_number,item_description,category,state_bottle_cost,state_bottle_retail,bottle_volume_ml
995678,Doc Brown Really Bad Rum Dark,1062300,18.33,27.5,750
915951,Bastille 1789,,16.17,24.26,750
932512,City Amber Gin,1901200,19.17,28.76,750
965011,Giffard Banane du Bresil,1082100,18.67,28.01,750
943720,Real McCoy 3YR,1062100,12.3,18.45,750
965815,Mathilde Liquer Peche,1901200,12.98,19.47,750
987217,Bozal Cuishe Mezcal,1022300,39.33,59.0,750
26217,Green Frog Distillery Cranberry Flavored Corn Whiskey,1700000,15.0,22.5,750
980032,Brinley Shipwreck Coconut Rum Cream,1082100,17.0,25.5,750
985556,Koval Rye,,26.0,39.0,750
942576,El Dorado 15 Year Old Special Reserve Rum,1062300,36.3,54.45,750
989411,Del Maguey Chichicapa,1901200,35.0,52.5,750
902795,Old Grand Dad 114prf,1901200,13.84,20.76,750
903230,Strega Liquore,1901200,18.8,28.2,750
916032,Kaiyo Whisky Cask Strength,1092100,33.84,50.76,750
904329,Admiral Nelson Vanilla Rum,1901200,6.0,9.0,750
977256,Revel Stoke Spiced,,8.34,12.51,750
964464,Bigallet China China,1082100,21.0,31.5,750
995643,Macallan Triple Cask Matured 12 year,1012300,29.99,44.99,750
74776,Iowa Coffee Company Liqueur,1081100,9.0,13.5,375
964435,Berentzen Apple,1082100,10.34,15.51,750
902247,Leroux Jeznowka Polish Blackberry Brandy,1901200,6.3,9.45,750
904624,Sobieski Cytron,1901200,5.7,8.55,750
921970,Wathen's Single Barrel Bourbon,1011500,20.0,30.0,750
902085,Praline Pecan Liqueur,1901200,8.21,12.32,750
902806,Baker's Bourbon 7yr,1901200,26.24,39.36,750
951832,Hamilton Overproof Rum,1062300,14.88,22.32,750
904916,Scorpion Mezcal Reposado,1901200,24.66,36.99,750
985552,Koval Bourbon,1091000,27.0,40.5,750
995550,JTS Brown  Bonded Bourbon,1011500,8.0,12.0,750
916030,Kaiyo Whisky,1092100,31.5,47.25,750
903957,Sheep Dip Orig Oldbury Malt Scotch,1901200,22.25,33.38,750
988164,Nuestra Soledad San Luis del Rio Mezcal,1022300,25.0,37.5,750
26739,Sir Winston White Whiskey,1011700,21.65,32.48,750
902247,SOOH Leroux Jeznowka Polish Blackberry Brandy,1901200,6.3,9.45,750
42400,El Dorado 3 Year Old Rum,1062200,12.77,19.16,750
997094,Paranubes,1062200,20.0,30.0,1000
946372,Hooters Light Rum,1062200,5.67,8.51,1000
45217,Mr Boston Light Rum,1062200,4.0,6.0,1000
945995,Calico Jack Whipped,1062500,6.3,9.45,750
946917,Sammy's Beach Bar Rum Red Head (Macadamia Nut),1062500,12.5,18.75,750
977232,Sugarlands Mark & Diggers Hazelnut Rum,1062500,13.52,20.28,750
901641,Koloa Hawaiian Kauai Coffee Rum,1062500,24.0,36.0,750
87389,Conciere Silver Tequila,1022100,7.43,11.15,1000
988472,Hooters Gold Tequia,1022100,12.17,18.26,1000
962093,Kirkland Signature Strawberry RTD Margarita,1071100,6.0,9.0,175
958744,Cody Road Mint Julep,1071100,9.0,13.5,375
73060,RumChata Limon,1081200,0.43,0.65,100
68702,Mollys Irish Cream,1081200,6.82,10.23,750
968886,TF Cr�me Menthe Blanche,1081200,24.35,36.53,750
15945,Tullamore Dew,1012400,30.0,45.0,1750
937882,Seagrams Extra Smooth Vodka,1031100,1.0,1.5,100
937093,Bluestem Vodka,1031100,14.95,22.43,750
37257,Gotcha Vodka 750ml,1031100,3.0,4.5,750
34451,Ketel One Mini,1032100,9.9,14.85,50
35759,Chopin Rye Vodka,1032100,14.84,22.26,750
34158,Belvedere Pure Vodka,1032100,34.48,51.72,1750
35759,Chopin Rye Vodka,1032100,15.83,23.75,750
905734,Glenrothes 12YR,1012200,29.9,44.85,750
995204,Great King Street Artists Blend,1012200,22.4,33.6,750
926796,Bird Dog Praline,1011100,10.0,15.0,750
926949,Redneck Riviera Whiskey,1011100,18.74,28.11,750
927814,Bird Dog Jalapeno Honey,1011100,10.0,15.0,750
29820,Conciere Gin,1041100,6.26,9.39,1000
930574,Hooters Gin,1041100,5.58,8.37,1000
72650,Bosford Rose Gin Mini,1041100,5.45,8.18,50
929259,Barr Hill Reserve Tom Cat Gin,1041100,26.6,39.9,750
907696,Vim & Petal Dry Gin,1041100,19.5,29.25,750
984132,99 Watermelon,1081400,0.95,1.43,100
941328,Burnetts Citrus,1081400,9.49,14.24,1750
984153,99 Cinnamon,1081400,7.5,11.25,750
911446,JP Wisers Rye,1012100,10.0,15.0,750
911390,Tap 357,1012100,15.0,22.5,750
914478,Revel Stoke Cinnamon,1012100,8.34,12.51,750
951121,Control C Pisco,1052100,11.67,17.51,750
928462,Dingle Artisinal Gin,1042100,26.66,39.99,750
988063,Members Mark Silver Tequila,1022200,13.96,20.94,1750
64922,Dulce Vida Lime,1022200,11.0,18.75,750
987407,Jose Cuervo Especial Silver Flask,1022200,1.5,2.25,100
88947,Tequila Comisario Anejo,1022200,29.83,44.75,750
988915,Codigo 1530 Tequila Anejo,1022200,58.34,87.51,750
995003,Don Ramon Tequila Reposado,1022200,17.0,25.5,750
999292,Gran Centenario Anejo,1022200,14.99,22.49,750
988470,El Mayor Cristalino,1022200,17.5,26.25,750
989861,San Matias Gran Reserva Anejo,1022200,27.0,40.5,750
987679,Fortaleza Tequila Blanco,1022200,26.17,39.26,750
903369,Hussong's Reposado Tequila 100% Agave,1022200,21.5,32.25,750
87642,Familia Camarena Silver,1022200,5.0,7.5,375
987506,Gran Centenario Plata Tequila,1022200,29.5,44.25,750
986987,Ole Smoky Salty Watermelon Whiskey,1011400,10.0,15.0,750
900367,Jack Daniels Single Barrel Barrel Proof,1011400,32.48,48.72,750
977877,Smirnoff Sours Watermelon Mini,1031200,5.72,8.58,50
939653,Western Son Peach Mini,1031200,4.0,6.0,50
977737,Smirnoff Raspberry Mini,1031200,7.47,11.21,50
933649,Kru Pistachio,1031200,10.0,15.0,750
939416,Coffee Vodka,1031200,10.0,15.0,750
939915,New Amsterdam Apple Mini,1031200,5.54,8.31,50
75162,Ketel One Botanical Peach & Orange Blossom Mini,1032200,11.88,17.82,50
920186,Weller Full Proof Barrel,1011200,25.0,37.5,750
916850,Blantons Buy the Barrel,1011200,28.75,43.13,750
919233,Knob Creek Longhorn Steakhouse Single Barrel,1011200,21.52,32.28,750
918568,Henry McKenna  Bbn  80 proof,1011200,15.0,22.5,1750
976360,99 Apple Whiskey Mini,1011200,6.0,9.0,50
919411,Four Grain Straight Bourbon,1011200,35.0,52.5,750
980383,SOOH St Patricks Irish Cream,1081300,7.41,11.12,750
994947,Gionelli Schnapps Peach,1081300,4.34,6.51,1000
975094,Very Berry Raspberry Liqueur,1081300,9.0,13.5,375
977771,Wild Turkey American Honey Mini,1081300,5.0,7.5,50
73737,Evan Williams Apple Mini,1081300,6.3,9.45,50
72482,Bleu Pel,1081300,13.0,19.5,750
985987,Bols Triple Sec 30prf,1081300,4.0,6.0,1000
986681,Firefly Peach Moonshine,1081300,9.87,14.81,750
964556,The Bitter Truth Apricot Liqueur,1082000,18.67,28.01,750
64531,Combier Cassis Liqueur,1082000,21.26,31.89,750
64487,Combier Peche Vigne Liqueur,1082000,14.17,21.26,750
100504,Western Son Original w/3-50ml,1701100,9.0,13.5,900
39524,Stoli Stonewall,1701100,15.97,23.96,1000
100639,Crown Royal w/NFL Jersey Bag,1701100,15.59,23.39,750
100301,Makers Mark 46 w/2 Glasses,1701100,21.0,31.5,750
100439,Avion Extra Anejo w/Waterford Glasses,1701100,79.96,119.94,750
100854,Ardbeg 19 YO 6 750ml GB 2020 Edition,1701100,149.99,224.99,750
36962,Deep   Eddy  Vodka Mini,1701100,50.4,75.6,50
65327,Jagermeister Charakter Scharf,1701100,12.45,18.68,750
57070,Benchmark Egg Nog,1701100,4.0,6.0,750
100632,Blue Chair Bay Coconut Rum 2019 Commemorative Wrap,1701100,9.42,14.13,750
1016,Glenlivet w/2 Glasses,1701100,23.98,35.97,750
974829,Special Order Iowa Legendary Rye Black Label,1091100,19.5,29.25,750
986515,Iowa Distilling Company Double Oak Rye,,16.95,25.43,750
926491,Steeple Ridge Bourbon,,11.25,16.88,375
901851,Russian Standard Gold Vodka,1901200,11.25,16.88,750
937599,SOOH Relska 80 Proof Vodka,1901200,7.17,10.76,1750
941834,Everclear 190prf,1091200,4.67,7.01,375
926786,Cedar Ridge Private Cask Selection Malted Rye 115prf,,26.84,40.26,750
936076,Kru 82 Vodka glass,1901200,12.72,19.08,1750
965269,Jinro Chamisul Classic Soju,1901200,7.25,10.88,750
940831,Skyy Infusions Blood Orange,,7.5,11.25,750
941836,Everclear 190prf,,10.84,16.26,750
917677,Eagle Rare Single Barrel Buy the Barrel,,17.16,25.74,750
942031,Burnetts Whipped Cream,1901200,4.5,6.75,750
903261,Mount Royal Light Canadian Whisky,1901200,10.53,15.8,1750
902518,Chambord Liqueur Minis,1901200,23.94,35.91,50
903786,Distillers Gin No. 6,1901200,21.67,32.51,750
903835,Mount Royal Light Canadian Whisky,1901200,6.79,10.19,1000
903995,J W Dant Bond 100prf Bourbon,1011500,16.77,25.16,1750
13730,Mastersons 10YR Straight Rye,1011600,46.66,69.99,750
100976,Hussong''s Combo Pack,1700000,143.52,215.28,750
42507,Mt Gay Black Barrel,1062300,19.48,29.22,750
903690,SOOH Southern Comfort 100prf Mini,1901200,9.66,14.49,600
903801,Mccormick Rum Silver,1901200,4.33,6.5,1000
904687,Christian Bros Frost White Brandy,1901200,7.11,10.67,1000
31277,Midwest Gin,1041200,17.0,25.5,1000
903814,Bols Apricot Brandy,1901200,7.55,11.33,1000
902293,Leroux Apricot Brandy,1901200,5.82,8.73,1000
902597,Dekuyper Luscious Blueberry Blast,1901200,7.87,11.81,1000
904517,Ypioca Cachaca Crystal,1901200,10.59,15.89,1000
903631,Hiram Walker Blue Curacao,1901200,4.5,6.75,1000
984160,SOOH 99 Apples Mini,1901200,5.95,8.93,50
966123,Lazzaroni Amaro,1082100,12.35,18.53,750
995274,Kilchoman Sanaig,1012300,42.0,63.0,750
26571,Copper Cross Single Barrel Straight Rye,1011600,15.0,22.5,750
985556,Koval Rye,1011600,26.0,39.0,750
974832,J. Rieger & Co. Caffe Amaro,1081100,15.5,23.25,750
942616,Lemon Hart 1804 Original,1062300,21.36,32.04,750
997877,Don Amado Mezcal Rustico,,33.0,49.5,750
942631,Flor De Cana 12YR Centenario,1062300,19.71,29.57,750
943803,Appleton Estate Rare Casks 12 Year,1062300,21.0,31.5,750
943085,Atlantico Gran Reserva,1062100,19.33,29.0,750
926521,Barrell Rye Whiskey,1011600,46.0,69.0,750
905889,GLENGOYNE SINGLE MALT SCOTCH LEGACY SERIES CHAPTER ONE,1012300,38.08,57.12,750
987211,Bozal Borrego Mezcal,1022300,53.33,80.0,750
904522,Dalmore 15yr Single Malt,1901200,65.0,97.5,750
986751,Ole Smoky Hunch Punch Moonshine,1091300,12.5,18.75,750
904629,Catdaddy Carolina Moonshine,1091300,11.0,16.5,750
917096,Buck Bourbon 8YR,1901200,15.0,22.5,750
932654,Uncle Vals Peppered Gin,1041200,19.25,28.88,750
906067,Few American Gin,1901200,17.84,26.76,750
926783,Knob Creek Twice Barreled Rye,1011600,22.5,33.75,750
972686,St George Bruto Americano,1091100,15.5,23.25,750
915915,The Knot,1082100,15.0,22.5,750
903622,Moletto Distillato D'uva Grappa,1901200,18.0,27.0,750
916037,Kaiyo Whisky Peated 2nd Edition,1092100,47.17,70.76,750
986781,Ole Smoky Peaches Moonshine (Peaches in Bottle),1011700,12.5,18.75,750
943666,FOURSQUARE 2007 Single Blended Rum,1062300,46.66,69.99,750
904921,1921 Tequila Blanco,1901200,23.5,35.25,750
927017,Black Maple Hill Oregon Straight Rye,1011600,49.0,73.5,750
999449,TF Gran Classico Bitter,1082100,26.83,40.25,750
942330,Ron Abuelo Anejo 7YR,,17.84,26.76,750
949984,Ella Williams Pear,1092100,19.5,29.25,750
942799,Clement VSOP Aged Rum,1062300,20.0,30.0,750
902985,Meukow Vs,1901200,16.66,24.99,750
903688,One Barrel Rum,1901200,14.79,22.19,750
943451,Don Q Coconut,1901200,6.42,9.63,750
916186,J. W. Dant 100 Prf Bond Bourbon,1901200,9.5,14.25,750
903474,Dekuyper Kirschwasser,1901200,6.86,10.29,750
905558,Glen Scotia 15 Year Old,1012300,34.99,52.49,750
902667,Corzo Reposado Tequila,1901200,25.98,38.97,750
903998,Auchentoshan 12YR,1012300,31.5,47.25,750
986747,Ole Smoky Apple Pie Moonshine 40prf,1091300,12.5,18.75,750
982756,Dekuyper Cranberry Crush,,6.5,9.75,750
942392,Ron Barcelo Gran Anejo,1062100,9.33,14.0,750
941936,360 Concord Grape,1901200,7.0,10.5,750
926449,Driftless Glen 51 RYE,1011600,25.0,37.5,750
964396,Bauchant Orange Liqueur,1081500,12.33,18.5,750
942330,Ron Abuelo Anejo 7YR,1062100,17.84,26.76,750
958875,Bunnahabhain Toiteach A Dha,1012300,38.16,57.24,750
13730,Mastersons 10YR Straight Rye,1011600,39.84,59.76,750
77225,Rondiaz Rum Spiced Apple Mini,1062500,4.67,7.01,50
87872,JAJA BLANCO TEQUILA,1022100,21.0,31.5,750
258,Rumchata GoChatas,1081200,90.0,135.0,6000
979986,Arrow Creme de Cassis,1081200,4.5,6.75,750
915728,Kilbeggan Small Batch Rye,1012400,17.5,26.25,750
915577,Dingle Irish Whiskey,1012400,66.5,99.75,750
937164,Crow Valley Golf Club Buy the Barrel,1031100,20.0,30.0,750
37384,Asteria Vodka,1031100,6.0,9.0,750
40196,Firefly 80prf,1031100,9.34,14.01,750
905818,Dimple Pinch,1012200,30.99,46.49,1750
905887,Johnnie Walker Blue Year Of The Rat,1012200,130.0,195.0,750
996237,Teachers Highland Cream,1012200,13.0,19.5,1000
11371,Serpents Bite Apple Cider DISCO,1081600,9.15,13.73,750
926875,Templeton Rye Special Reserve 6YR,1011100,25.13,37.7,750
925990,SOOH TX Blended Whiskey,1011100,16.49,24.74,750
923536,Old Elk Blended Straight Bourbon,1011100,31.67,47.51,750
917510,Clyde Mays Alabama Style Whiskey,1011100,16.92,25.38,750
23980,GOTCHA BLENDED WHISKEY 750ML,1011100,3.5,5.25,750
52362,Conciere Brandy,1051100,8.17,12.26,1000
953677,Copper & Kings Floodwall Apple Brandy,1051100,25.0,37.5,750
954486,Phillips Apricot Brandy,1051100,4.76,7.14,750
49962,Driftless Glen 5YR Reserve Brandy,1051100,17.5,30.0,750
933226,Rogue Spruce Gin,1041100,17.49,26.24,750
984396,99 Watermelon,1081400,7.5,11.25,750
994154,99 Cherries,1081400,7.5,11.25,750
903928,Wiser''s Deluxe Canadian,1012100,9.49,14.24,750
951586,R. Jelinek Slivovitz Kosher 5 Years,1052100,13.42,20.13,750
900899,HY XO 2019 EOY Ice Experience VAP,1052100,99.99,149.99,750
947678,Camus VS Elegance Cognac,1052100,17.5,26.25,750
948741,Meukow 90,1052100,20.0,30.0,750
52656,Hartley,1052100,4.76,7.14,750
948190,Hennessy Master Blenders Selection No. 3,1052100,54.99,82.49,750
994876,Morin Calvados Hors d'Age,1052100,40.0,60.0,750
928903,The Botanist Mini,1042100,16.56,24.84,50
931730,Pickering''s 1947 Gin,1042100,23.99,35.99,750
89590,Milagro Select Barrel Reposado,1022200,28.5,42.75,750
87615,Espolon Blanco,1022200,7.0,10.5,375
988046,Maestro Dobel Silver Tequila,1022200,24.66,36.99,750
989458,Hacienda Vieja Reposado Tequila,1022200,12.58,18.87,750
926885,Jack Daniels Single Barrel Personal Collection,1011400,27.59,41.39,750
926932,Ole Smoky Straight Bourbon Whiskey,1011400,23.34,35.01,750
926471,Clayton James Tennessee Whiskey,1011400,23.45,35.18,750
39597,Seagrams Tropical Pineapple Vodka,1031200,5.38,8.07,750
934642,Pinnacle Cherry,1032200,6.5,9.75,750
922040,Weller Antique Buy the Barrel,1011200,12.5,18.75,750
919216,Kirkland Signature Tennessee Bourbon 7YR,1011200,24.07,36.11,1000
917673,HA Double Eagle Very Rare,1011200,1000.0,1500.0,750
918417,Remus Repeal Reserve Bourbon II,1011200,43.92,65.88,750
997100,Kings County Distillery Straight Bourbon Whiskey,1011200,34.17,51.26,750
917562,David Nicholson Reserve,1011200,17.5,26.25,750
994850,Traverse City Whiskey Co. American Cherry Edition,1011200,19.33,29.0,750
921186,Rabbit Hole Heigold Rye Bourbon,1011200,29.99,44.99,750
926924,Douglas & Todd Bourbon Whiskey,1011200,23.34,35.01,750
982756,Dekuyper Cranberry Crush,1081300,6.5,9.75,750
972485,Bird Dog Devil Dog Cocoa Cayenne,1081300,10.0,15.0,750
982781,Dekuyper Buttershots Mini,1081300,4.7,7.05,50
72606,Bols Black Raspberry,1081300,5.42,8.13,750
984393,99 Watermelon Mini,1081300,6.0,9.0,600
942899,Rondiaz Coconut Rum,1082000,10.5,15.75,1750
64534,Combier Pamplemousse Rose Liqueur,1082000,14.17,21.26,750
66228,Pisa Liqueur,1082000,13.24,19.86,750
964558,The Bitter Truth Violet Liqueur,1082000,18.67,28.01,750
73729,Evan Williams Kentucky Cider,1701100,4.96,7.44,750
80296,Kringle Cream,1701100,12.5,18.75,750
428,Jim Beam Black w/2 Glasses,1701100,15.07,22.61,750
100784,Ketel One w/Bloody Mary Glass,1701100,12.5,18.75,750
3456,Cazadores Reposado w/2 Shot Glasses,1701100,14.0,21.0,750
100630,Smirnoff 80prf Ornament,1701100,8.25,12.38,750
100808,Barenjager Honey Liqueur w/Collins Cocktail Glass,1701100,14.92,22.38,750
100873,Ardbeg 10YR w/Ardbone Tin,1701100,27.49,41.24,750
941940,360 Madagascar Vanilla,1901200,7.0,10.5,750
904643,Brugal Extra Veijo Rum,1901200,12.53,18.8,750
904564,Pernod Anise Liqueur,1901200,15.99,23.99,750
928293,Redneck Riviera Whiskey,1091100,159.6,239.4,50
976642,Haymans Sloe Gin,,14.75,22.13,750
926727,Driftless Glen Cask Strength Single Barrel Rye Buy the Barre,1011600,25.0,37.5,750
917951,Evan Williams Black Mini,1901200,9.63,14.45,500
903486,Mr Boston Five Star Brandy,1901200,9.57,14.36,1750
936097,Gilbeys Vodka,1901200,5.25,7.88,1000
926448,Century Farms Corn Whiskey,1011700,9.52,14.28,750
902917,Don Q Limon,1901200,6.42,9.63,750
989504,Ilegal Mezcal Reposado,1022300,30.34,45.51,750
904046,Jack Daniels Sinatra,1901200,100.0,150.0,1000
986459,Cody Road Experimental - Elderberry Wine Barrel Finish Bbn,1091100,19.16,28.74,750
942626,Flor De Cana 5yr,1062100,10.0,15.0,750
903307,Don Q Gold,1901200,8.92,13.38,1000
47000,Wisconsin Club Gold Rum,1062100,7.0,10.5,1750
938081,Platinum 7x Vodka Mini,1031000,6.0,9.0,50
67219,Umiki Whisky,1092100,25.27,37.91,750
942922,Ron Matusalem Gran Reserva 18YR,1062300,19.92,29.88,750
966995,Suze,1082100,14.99,22.49,750
943811,FOURSQUARE Sagacity DISCO,1062300,35.33,53.0,750
904988,Cardhu,1901200,24.99,37.49,750
964525,Branca Menta,1901200,18.61,27.92,750
999199,Benjamin Prichard''s Double Chocolate Bourbon Whiskey,1091100,41.67,62.51,750
942462,Brugal 1888 Gran Reserva,,19.86,29.79,750
903040,The Knot Irish Whiskey,1901200,13.21,19.82,750
906264,TAMDHU 15 YO SINGLE MALT SCOTCH,1012300,72.54,108.81,750
927101,EH Taylor Jr Straight Rye,1901200,38.0,57.0,750
995647,Ballechin 10 Year,1012300,42.0,63.0,750
943811,FOURSQUARE Sagacity,1062300,35.33,53.0,750
902192,Bushmills 10YR Irish Whiskey,1901200,22.5,33.75,750
986478,Sagamore Spirit Calvados Finish,1091100,33.73,50.6,750
964235,Lazzaroni Amaretto,1082100,12.35,18.53,750
915559,Bushmills 21YR Irish Whiskey,1011600,125.0,187.5,750
905622,Glengoyne Cask Strength Single Malt Scotch,1012300,41.1,61.65,750
989554,Los Amantes Mezcal Anejo  Tequila,1022300,40.0,60.0,750
902538,Appleton Rare Blend 12YR,1901200,21.0,31.5,750
948996,Pierre Ferrand Cognac Ambre,1092100,29.64,44.46,750
901636,Kauai Coconut Hawaiian Rum,,24.0,36.0,750
904574,Don Pedro Reserva Especial Brandy,1901200,9.49,14.24,750
994972,Glendronach 12YR Original,1012300,32.5,48.75,750
903923,Dekuyper Orange Curacao,1901200,6.5,9.75,750
907699,OYO Honey Vanilla Bean,1900000,18.5,27.75,750
989454,Hamilton 86 Proof Rum,1062300,11.34,17.01,750
967608,Luxardo Morlacco Cherry Liqueur,1901200,13.32,19.98,750
995231,Kurayoshi 8YR Single Malt Whisky,1012300,47.17,70.76,750
902075,Flor de Cana Anejo Oro 4YR,1901200,10.03,15.05,750
903563,Rain Vodka,1901200,7.5,11.25,750
995094,Ole Smoky Strawberry Moonshine,1091300,12.5,18.75,750
926546,OBTAINIUM Kentucky Whiskey,1011700,19.5,29.25,750
943579,Rhum JM Blanc,1062200,17.67,26.51,750
944568,Cruzan Peach,1062500,7.0,10.5,750
978102,SIESTA KEY TOASTED COCONUT RUM,1062500,16.0,24.0,750
986612,Beach Island Coconut Whiskey,1062500,15.15,22.73,750
904937,Cruzan Pineapple,1062500,7.0,10.5,750
63752,TGIFridays Classic Margarita,1071100,7.52,11.28,1750
915643,Jameson Coopers Croze,1012400,34.98,52.47,750
15492,The Busker Triple Cask Smooth Blend,1012400,15.84,23.76,750
937167,Bedlam Vodka,1031100,11.0,16.5,750
936595,Kinky Vodka,1031100,12.5,18.75,1750
36962,Deep   Eddy  Vodka Mini,1031100,50.4,75.6,50
936652,Koenig Potato Vodka,1031100,12.72,19.08,750
936924,HA Haku Vodka,1032100,16.5,24.75,750
937144,Crystal Head Vodka Bone Bottle,1032100,26.0,39.0,750
911056,SOOH MacNaughton Canadian Whisky,1081600,5.17,7.76,750
23981,Gotcha Blended Whiskey 1L,1011100,4.39,6.59,1000
956720,Clear Creek Distillery Douglas Fir Brandy,1051100,24.97,37.46,375
984144,99 Grapes,1081400,7.5,11.25,750
912862,Rich & Rare Caramel,1012100,5.0,7.5,750
914517,Revel Stoke Blackberry Whisky,1012100,9.51,14.27,1000
951549,Caravedo Mosto Verde Pisco,1052100,26.67,40.01,750
964619,CAPEL PISCO RESERVADO IN MOAI BOTTLE,1052100,16.75,25.13,750
951185,Gran Duque D'Alba,1052100,24.83,37.25,750
928466,Edinburgh Gin,1042100,17.58,26.37,750
928732,Pickering''s Navy Strength Gin,1042100,36.66,54.99,750
972661,Boodles Rhubarb Strawberry British Gin,1042100,28.66,42.99,750
928336,Brockmans Gin,1042100,19.04,28.56,750
988031,Margaritaville Silver Tequila Mini,1022200,6.0,9.0,600
987281,Casamigos Blanco Mini,1022200,16.0,24.0,50
988799,DeLeon Leona,1022200,425.0,637.5,750
988611,Los Arango Anejo,1022200,26.52,39.78,750
988617,Los Arango Reposado,1022200,23.67,35.51,750
994404,Number Juan Blanco,1022200,33.0,49.5,750
994402,Number Juan Reposado,1022200,38.0,57.0,750
988668,Siete Lequas Blanco Tequila,1022200,27.0,40.5,750
986980,Ole Smoky Pecan Whiskey,1011400,10.0,15.0,750
933894,Pearl Cherry,1031200,7.5,11.25,1000
941167,Rain Mango Vodka,1031200,7.5,11.25,750
904615,Smirnoff Citrus Mini,1031200,5.72,8.58,500
907698,OYO Stone Fruit Vodka,1031200,20.5,30.75,750
935505,Pinnacle Tropical Punch,1032200,6.5,9.75,750
941510,Hangar One Mandarin Flavored Vodka,1032200,18.0,27.0,750
916839,Black Saddle Bourbon,1011200,25.84,38.76,750
916398,Old Forester 100prf,1011200,22.87,34.31,1750
922260,Yellowstone Select Barrel Program,1011200,20.0,30.0,750
916689,BARRELL BOURBON BATCH 023 DNO,1011200,48.0,72.0,750
917176,Calumet Farm Bourbon,1011200,30.08,45.12,750
903874,DeKuyper Hot Damn,1081300,5.3,7.95,50
984145,99 Grapes Mini,1081300,6.0,9.0,600
976367,99 Long Island Iced Tea Mini,1081300,6.0,9.0,50
973067,Chareau Aloe Liqueur,1081300,23.0,34.5,750
964815,Cynar High Proof 70,1082000,19.0,28.5,1000
920380,Old Forester Single Barrel Barrel Proof,1701100,37.31,55.97,750
101126,Jim Beam Flavors 50ML Variety Pack,1701100,5.0,7.5,50
5953,Glenmorangie Grand Vintage 1996,1701100,412.49,618.74,750
100040,Grand Marnier w/2 Shot Glasses,1701100,23.31,34.97,750
614,Rumchata w/2 Cocktail Glasses,1701100,13.0,19.5,750
992001,Bulleit Single Barrel Fareway Fleur Dr,1011300,29.99,44.99,750
902134,Hiram Walker Cherry Brandy 3pk,1901200,4.39,6.59,750
984160,SOOH 99 Apples Mini,1901200,5.95,8.93,600
994695,Bruichladdich Islay Barley,1012300,34.98,52.47,4500
902084,Milagro Tequila Sbr Anejo,1901200,49.75,74.63,750
903394,Tanqueray Gin,1901200,3.88,5.82,200
942950,Pampero Aniversario,1901200,15.5,23.25,750
944188,Barton Gold Rum,1062300,7.75,11.63,1750
904445,Five O'Clock Rum,1901200,7.53,11.3,1750
994983,SOOH Glenkinchie Distillers Edition,1012300,42.49,63.74,750
918646,Hooters American Straight Whiskey,1011700,11.33,17.0,1000
989457,Hacienda Vieja Reposado,1901200,14.0,21.0,1000
928650,Malfy Con Limone Gin,1041200,13.99,20.99,750
903706,Frida Kahlo Anejo Tequila,1901200,48.73,73.1,750
74831,Iowa Legendary Rye Red Label,1091100,26.12,39.18,750
949000,Pierre Ferrand Cognac 1840,1092000,27.25,40.88,750
904900,Conjure,1901200,18.34,27.51,750
942532,Dos Maderas PX 5+5,1062300,21.67,32.51,750
964525,Branca Menta,1901200,17.23,25.85,750
915962,Nikka Coffey Grain Whiskey,1901200,36.57,54.86,750
943709,Plantation Rum Xaymaca Special Dry,1062100,14.0,21.0,750
942086,Angostura 1824 Premium Rum Caribbean,1062300,35.12,52.68,750
902912,Bushmills 16YR Irish Whiskey,1901200,62.5,93.75,750
916029,Kavalan Distillery Select,1012300,31.84,47.76,750
995646,Edradour 10 Year Old,1012300,38.0,57.0,750
973206,Climax Fire No 32 Cinnamon Spice,1091100,16.0,24.0,750
904476,8 Seconds Canadian Whiskey,1901200,16.17,24.26,750
942395,Plantation Rum Original Dark,1062100,9.5,14.25,750
903713,Stroh 160 Rum,1901200,19.83,29.75,750
964979,Gancia Fernet Liquer,1082100,14.02,21.03,750
904955,1921 Tequila Reposado,1901200,26.5,39.75,750
965382,La Pinta Pomegrante Liquer,1901200,19.99,29.99,750
965073,Giffard Creme de Mure,1082100,14.92,22.38,750
903755,Platte Valley Corn Jugs,1901200,11.27,16.91,750
990225,Uncle Vals Restorative Gin,1041200,17.5,26.25,750
902594,Barbancourt 5* Rhum 8YR,1901200,15.0,22.5,750
934065,Double Cross Vodka,1032000,20.15,30.23,750
926775,Balcones Texas Rye 100,1011600,20.0,30.0,750
974776,Iowa Coffee Company Liqueur,1081100,9.0,13.5,375
43683,Centenario 12YR,1062300,19.84,29.76,750
903661,Phillips Butterscotch Schnapps,1901200,4.0,6.0,750
997880,American Barrels Kentucky Bourbon Whiskey,1091100,14.34,21.51,750
978036,Arrow Creme de Cacao Brown,1081000,4.5,6.75,750
902007,St Elizabeth Allspice Dram,1901200,16.92,25.38,750
902746,Dekuyper Creme de Menthe White,1901200,5.77,8.66,750
46166,Conciere Silver Rum,1062200,5.51,8.27,1000
946916,Sammy's Beach Bar Rum,1062200,13.17,19.76,750
943624,Santa Teresa 1796 Solera Rum,1062200,22.67,34.01,750
944565,Cruzan Passion Fruit,1062500,7.0,10.5,750
902810,Cruzan Pineapple,1062500,8.4,12.6,1000
987821,Hooters Silver Tequila,1022100,12.17,18.26,1000
994190,Koloa Rum Punch Cocktail,1071100,11.5,17.25,1000
15616,Irishman Single Malt,1012400,25.05,37.58,750
