store_number,store_name,store_location,address,city
5079,Casey's General Store #2489 / Deniso,POINT (-95.349198 42.012395),1608 4th Ave S,Denison
3789,Wal-Mart 1393 / Oskaloosa,POINT (-92.669924 41.298516),2203 A Avenue West,Oskaloosa
5554,Blairstown Quick Stop,POINT (-92.084442 41.909447),321 Locust St NW,Blairstown
4056,Target Store T-0860 / West Burlington,POINT (-91.170365 40.803212),525 S Gear Ave,West Burlington
5828,Cenex - Hampton,POINT (-93.202491 42.741446),4 4th Street SE,Hampton
5858,Taylor Quik Pik - Shelby,POINT (-95.450954 41.506014),12 East Street,Shelby
4382,Kum & Go #8 / 8th St / WDM,,1293 8th Ave,West Des Moines
5565,Casey's General Store #2689 / Ankeny,POINT (-93.616799 41.746362),1310 NW 18th St,Ankeny
4021,Wal-Mart 0985 / Fairfield,POINT (-91.993721 41.006375),2701 W Burlington Ave,Fairfield
4140,Fareway Stores #900 / Euclid,POINT (-93.618724 41.627684),100 Euclid Ave,Des Moines
5548,Casey's General Store #2628 / Lake City,POINT (-94.744317 42.267261),1001 W Main St,Lake City
3859,Wal-Mart 0750 / Independence,POINT (-91.892924 42.450709),302 Enterprise Dr SW,Independence
4375,Kum & Go #237 / Grimes,POINT (-94.498753 41.680108),801 N 1st St,Grimes
4792,Casey's General Store #2899 / De Soto,POINT (-93.8834 42.066915),1100 Greene St,De Soto
3877,Target Store T-2041 / Des Moines,POINT (-93.699209 41.629529),5901 Douglas Ave,Des Moines
5374,Iowa Liquor & Tobacco,POINT (-92.400704 41.010404),1021 East Main Street,Ottumwa
4721,Walgreens #05044 / Burlington,POINT (-91.140542 40.814794),3245 Agency St,Burlington
4419,Kum & Go #4 / Lamoni,POINT (-93.896684 40.623454),2091 E Main St,Lamoni
5864,Casey's General Store #2803 / Villisca,POINT (-94.985437 40.934673),309 N U Ave,Villisca
3949,Wal-Mart 0751 / Pella,POINT (-92.933676 41.410379),1650 Washington St,Pella
3873,Target Store T-1113 / Coralville,POINT (-91.608399 41.691276),1441 Coral Ridge Ave,Coralville
5263,Bernie's Booze LLC,,"950, West View Dr",Rock Valley
5496,Dhakals LLC,POINT (-90.620282 41.545421),3108 W Central Park Ave,Davenport
6008,Target Store T-3374 / Iowa City,POINT (-91.533956 41.660078),113 E Washington St,Iowa City
3880,Target Store T-2454 / Council Bluffs,POINT (-95.837595 41.220979),3804 Metro Dr,Council Bluffs
3889,Wal-Mart 1005 / Waverly,POINT (-92.478899 42.70032100000001),700  29 St SW,Waverly
4802,Walgreens #07452 / Des Moines,POINT (-93.678747 41.62949),4415 Douglas Ave,Des Moines
5329,DIVA & TEJ GAS & FOOD,POINT (-90.646331 41.828025),2293 Hwy 30,Grand Mounds
4767,Casey's General Store #3075 / Ankeny,POINT (-93.600659 41.687793000000006),6981 NE 14th St,Ankeny
4717,Walgreens #05512 / Bettendorf,POINT (-90.485409 41.550718),3425 Middle Rd,Bettendorf
2702,Hy-Vee Gas #1 / Ankeny,POINT (-93.60040300000001 41.7351),414 N Ankeny Blvd,Ankeny
5396,Casey's General Store # 3512/ Indianola,,301 E Trailridge Ave,Indianola
3713,Wal-Mart 0810 / Mason City,POINT (-93.261648 43.148239),4151  4th St SW,Mason City
4497,Casey's General Store #20 / Alden,POINT (-93.38023700000001 42.514223),"1008, Grand",Alden
2600,Hy-Vee Food Store / Oskaloosa,POINT (-92.649764 41.295218),110  S  D  St,Oskaloosa
2630,Hy-Vee Drugstore #2 / WDM,POINT (-93.790534 41.584979),1010  60th St,West Des Moines
4444,Kum & Go #4127 / Sloan,POINT (-96.236082 42.228581),1864 Hwy 141,Sloan
5581,Casey's General Store #2488 / N English,POINT (-92.076463 41.51122),504 S Main St,North English
4941,Kum & Go #170 / Urbandale,POINT (-93.711902 41.629415),6990 Douglas Ave,Urbandale
4450,Kum & Go #157 / Urbandale,POINT (-93.833463 41.643162),4585 156th St,Urbandale
3682,Jumbo's,POINT (-93.41688300000001 43.264082),110 E Main St,Wesley
4013,Wal-Mart 0841 / Tipton,POINT (-91.03069 41.438006),1126 Highway 38 North,Tipton
5230,Point Liquor & Tobacco,POINT (-91.663629 42.01133),"3221, Center Point Rd NE",Cedar Rapids
5952,Tobacco Outlet Plus #537 / Iowa City,POINT (-91.540192 41.64885),923 S Riverside Dr,Iowa City
3888,Wal-Mart 0647 / Grinnell,POINT (-92.730259 41.720919),415 Industrial Ave,Grinnell
3521,Ameristar Casino / Council Bluffs,POINT (-95.909384 41.242291),2200 River Road,Council Bluffs
5617,Casey's General Store #2513 / Nashua,POINT (-92.54568 42.953436),100 Amherst Blvd,Nashua
3833,Wal-Mart 3394 / Atlantic,POINT (-94.98571 41.403853),1905 East 7th St,Atlantic
5452,Casey's General Store # 1591/ Decorah,POINT (-91.79783 43.308961),401 College Dr.,Decorah
5415,Prime Mart 7 / Waterloo,POINT (-92.3272 42.494092),1309 Lafayette St,Waterloo
5347,Kum & Go #1097 / 50th WDM,POINT (-93.770919 41.572085),220 50th St,West Des Moines
5094,Casey's General Store #2778 / Cedar,POINT (-91.662348 41.973003),"201, 8th Ave SE",Cedar Rapids
5931,Thriftway / La Porte City,POINT (-92.190524 42.316113),304 4th St,La Porte City
4155,Fareway Stores #949 / Marion,POINT (-91.576523 42.036023),3300 10th Ave,Marion
5786,Casey's General Store #2779 / Coralville,POINT (-91.591 41.67929),1987 2nd St,Coralville
5582,Casey's General Store #1398 / Roland,POINT (-93.500072 42.166381),201 E Maple,Roland
5818,Casey's General Store #2894 / Indianola,POINT (-93.548318 41.358073),1101 E 2nd Ave,Indianola
4989,Casey's General Store #3322 / Iowa City,POINT (-91.52032 41.641358),1904 Broadway St,Iowa City
4714,Walgreens #05943 / Indianola,,1000 N Jefferson St,Indianola
5760,Casey's General Store #72 / Tipton,POINT (-91.128408 41.777515),1107 Cedar St,Tipton
5177,Casey's General Store #3204 / Minden,POINT (-95.546176 41.496153),33280 335th St,Minden
4530,Casey's General Store #2566 / Ely,POINT (-91.587155 41.872655),1495 State St,Ely
4138,Fareway Stores #657 / Indianola,POINT (-93.579252 41.356616),1309 W 2nd,Indianola
5805,Casey's General Store #2229 / Osage,POINT (-92.797458 43.284162),1430 Main St,Osage
5216,Casey's General Store #2683  /  Runn,POINT (-93.357883 41.522454),"6301, SE 116th St",Runnells
5109,Casey's General Store #3404 / Carlis,POINT (-93.515394 41.51082),1020 Gateway Dr,Carlisle
4495,Casey's General Store #3055 / Grundy Center,POINT (-92.770411 42.361494),"504, G Ave",Grundy Center
5028,Midtown Liquor,POINT (-95.186938 42.644563),"1100, E 5th St",Storm Lake
5703,West Side Liquor,POINT (-92.346356 42.488567),919 West 5th Street,Waterloo
4482,Indy 66 West #929 / Indianola,POINT (-93.58762800000001 41.356153),2001 W 2nd Ave,Indianola
5896,Casey's General Store #1126 / Wyoming,POINT (-91.003756 42.058865),204 E Main St,Wyoming
4504,JIFFY EXPRESS #921 / INDIANOLA,,311 North Jefferson,Indianola
5771,Casey's General Store #2867 / Waterloo,POINT (-92.407587 42.454221),2424 Ranchero Rd,Waterloo
5830,Casey's General Store #1911 / Newton,POINT (-93.040372 41.699251),1018 1st Ave E,Newton
3742,Wal-Mart 1625 / Lemars,POINT (-96.185499 42.780675),1111 Holton Dr,Le Mars
5884,Casey's General Store #3439 / Lime Springs,,14046 45th St,Lime Springs
5260,GM Food Mart,POINT (-91.097752 41.387459),"2881, Highway 61",Muscatine
5387,Casey's General Store # 3054/ Webster City,POINT (-93.81585200000002 42.468796),700 Superior Street,Webster City
5566,East End Liquor & Tobacco,POINT (-93.541351 41.630849),3804 Hubbell Ave,Des Moines
5606,Sa Tobacco Liquor Mart,POINT (-90.193275 41.848124),320 N 4th St,Clinton
4527,Casey's General Store #30 / Gilmore City,POINT (-94.44175 42.732227),105 SE First St,Gilmore City
5832,Casey's General Store #1605 / Hampton,POINT (-93.202453 42.748893),719 4th St NE,Hampton
5409,Casey's General Store # 2179/ Waukee,POINT (-93.837201 41.600414),1995 SE University,Waukee
2835,CVS Pharmacy #8538 / Cedar Falls,POINT (-92.472778 42.539874),2302 West First St,Cedar Falls
5303,Casey's General Store # 3508/ Marsha,POINT (-92.916279 42.00706),108 Iowa Ave W,Marshalltown
5868,Brothers Market / Bloomfield,POINT (-92.412847 40.752691),207 E Locust St,Bloomfield
5498,6 Corners Gas & Grub,POINT (-91.666012 42.745695),300 East St,Arlington
5183,Casey's General Store #77 / Cascade,,717 1st  Ave,Cascade
2719,Hy-Vee Fast and Fresh / Waukee,POINT (-93.854377 41.581377),2855 Grand Prairie Parkway,Waukee
4944,Jiffy Express / Martensdale,POINT (-93.737459 41.373366),"290, Hwy 28",Martensdale
3872,Target Store T-0086 / Dubuque,POINT (-90.720589 42.491944),3500 Dodge St,Dubuque
5591,Casey's General Store #1682 / Oskaloosa,POINT (-92.659667 41.296201),1310 A Ave West,Oskaloosa
4748,Walgreens #06186 / Davenport,POINT (-90.514255 41.574851),4011 E 53rd St,Davenport
5616,Casey's General Store #2623 / Fairbank,,103 24th St,Fairbank
4613,Sparky's One Stop / Carroll,POINT (-94.862532 42.064428),402 E 6th St,Carroll
3663,Wal-Mart 1496 / Waterloo,POINT (-92.330801 42.460238),1334 Flammang Dr,Waterloo
5796,Casey's General Store #1541 / West Bend,POINT (-94.442986 42.965672),316 2nd Ave NE,West Bend
4375,Kum & Go #237 / Grimes,POINT (-93.098813 41.325348),801 N 1st St,Grimes
3901,Target Store T-0878 / Fort Dodge,POINT (-94.157366 42.505335),2910  1 Ave S,Fort Dodge
5763,Casey's General Store #1374 / Colfax,POINT (-93.251941 41.673594),501 W State St,Colfax
5062,Casey's General Store #2318 / Montro,POINT (-91.415097 40.532149),"111, Main St",Montrose
5513,Richmond & Ferry BP,POINT (-92.432517 41.007272),720 Richmond Ave,Ottumwa
5270,Casey's General Store # 2783/ Urband,POINT (-93.736378 41.649717),4901 86th St,Urbandale
4653,Casey's General Store #1617 / Jefferson,POINT (-94.377422 42.02014),508 N Elm,Jefferson
5773,Casey's General Store #2239 / Independence,POINT (-91.889442 42.479996),1200 5th Ave NE,Independence
5875,Fairbank Food Center / Fairbank,POINT (-92.047352 42.639631),102 N 4th St,Fairbank
4956,The Cooler,POINT (-91.734311 41.967997),"4920, Johnson Ave NW",Cedar Rapids
5593,Grandview Mart,POINT (-91.063364 41.409049),714 Grandview Ave,Muscatine
4374,Kum & Go #141 / Grimes,POINT (-93.77248500000002 41.673752),1950 Princeton Dr,Grimes
4434,Todd's,POINT (-96.175502 43.430056),209 S Union St,Rock Rapids
5361,Liquorland,POINT (-91.107638 40.802397),624 Angular St.,Burlington
5058,Kum & Go #542 / Urbandale,POINT (-93.781444 41.614946),11989 Hickman Rd,Urbandale
2710,Hy-Vee Gas #1 / Ottumwa,POINT (-92.438465 41.016113),1027 N Quincy Ave,Ottumwa
4848,Kum & Go #246 / Winterset,POINT (-94.012692 41.335457),111 E Jefferson St,Winterset
5196,The Depot Coralville,POINT (-91.561876 41.701512),100 E  OAKDALE BLVD,Coralville
5314,Tobacco Hut & Liquor,POINT (-95.847514 41.228712),3134 Manawa Center Dr. # 9,Council Bluffs
5669,Guddi Mart / Waterloo,POINT (-92.353141 42.480288),306 Byron Ave,Waterloo
4831,L & M Gas & Grocery / Boone,POINT (-93.896855 42.05934),"320, W Mamie Eisenhower Ave",Boone
5359,Fareway Stores #168/ Peosta,,8400 NICC Drive,Peosta
5848,West Forty Market - Greene,POINT (-92.801846 42.895914),107 E Traer St,Greene
5510,Kum & Go #1443 / Williamsburg,POINT (-92.066146 41.690903),2177 M Ave,Williamsburg
5342,Casey's General Store # 3509/ Carter Lake,POINT (-95.910056 41.284953),1650 E Locust St,Carter Lake
4712,Walgreens #11942 / Dubuque,POINT (-90.66694 42.512092),345 E 20th St,Dubuque
5429,Pronto Market/ Garwin,POINT (-92.678397 42.093297),501 Front St.,Garwin
5211,Kum & Go #129  /  Johnston,POINT (-93.736395 41.655804),5225 NW  86th  St,Johnston
2667,Hy-Vee Mainstreet / Sioux City,POINT (-96.405172 42.517657),2611 Pierce St,Sioux City
5338,Kum & Go #539/ NW 2nd Ave,,5050 NW 2nd Ave,Des Moines
5631,Marion Market & Cafe',POINT (-91.556346 42.035703),5005 10th Ave,Marion
5197,Kum & Go #201 / Coralville,POINT (-91.565766 41.681286),822 1st  Ave,Coralville
4991,Fasttrak,POINT (-91.387499 42.864239),24687 Hwy 13 N,Elkader
4970,Jeff's Market / West Liberty,POINT (-91.26158700000002 41.569916),"200, E 3rd St",West Liberty
5721,West Main Liquor,POINT (-91.867628 43.183003),306 West Main Street Unit C,Calmar
4867,Speedy Gas N Shop,POINT (-95.902023 41.257663),430 S 35th St,Council Bluffs
4500,Casey's General Store #2788 / North Liberty,POINT (-91.636952 41.751925),595 N Kansas Ave,North Liberty
4369,Kum & Go #28 / Norwalk,POINT (-93.67405100000002 41.494857),2992 Sunset Dr,Norwalk
5636,Big Discount Liquor,,5427  Center Point Rd,Cedar Rapids
3715,Kimberly Mart / Davenport,POINT (-90.550657 41.556966),1714 E Kimberly Rd,Davenport
5439,Mt. Pleasant Fast Break,POINT (-91.551598 40.965272),201 E. Washington St.,Mount Pleasant
4301,Sahota Food Mart,POINT (-93.59684900000002 41.57222),1805 SE 14th St,Des Moines
4496,B P ON 1ST,POINT (-91.634838 42.005867),"2824, 1st Ave NE",Cedar Rapids
4601,Kum & Go #4110 / Guthrie DM,POINT (-93.578778 41.61508),2110 Guthrie Ave,Des Moines
4377,Quik Trip #562 / NE 14th / DSM,POINT (-93.600266 41.648602),4801 NE 14th St,Des Moines
5664,Casey's General Store #45 / Des Moines,,2890 E Broadway Ave,Des Moines
4577,Casey's General Store #2551 / Woodward,POINT (-93.9222 41.848949),"906, S Main St",Woodward
5242,Kum & Go #3502 / Iowa City,POINT (-91.50163 41.649545),2303 Muscatine Ave,Iowa City
5699,Flashmart #102 /Perry,POINT (-94.10386 41.830334),1115 IA HWY 141,Perry
5698,Casey's #3746 / Grimes,,1650 NE Beaver Brooke Blvd,Grimes
4404,KUM & GO #292 / Ankeny,,1825 N Ankeny Blvd,Ankeny
5888,Big 10 Mart #62 / Bettendorf,POINT (-90.51902 41.539963),999 Middle Rd,Bettendorf
4605,Kum & Go #509 / Marion,POINT (-91.624929 42.03243700000001),1203 Blairs Ferry Rd,Marion
4594,Quik Trip #554 / SW 63rd DM,POINT (-93.703165 41.569715),901 SW 63rd St,Des Moines
5815,Super Stop IV - Dubuque,POINT (-90.673985 42.496794),535 Hill Street Suite A,Dubuque
4446,QUIK TRIP #513 / URBANDALE,POINT (-93.697999 41.644296),4600 Merle Hay Rd,Urbandale
3826,Lakeside Hotel & Casino,POINT (-93.797561 41.040078),777 Casino Dr,Osceola
4603,Kum & Go #208 / SE 14th DM,POINT (-93.596916 41.555041),3200 SE 14th St,Des Moines
5051,Oasis,POINT (-93.624735 41.575661),630 SW  9TH ST,Des Moines
5863,K-Zar Inc - Waterloo,POINT (-92.302514 42.498404),1761 Independence Avenue,Waterloo
5914,Uni Mart / Waterloo,POINT (-92.293057 42.49807),1615 Bishop Ave,Waterloo
4368,Kum & Go #570 / Johnston,POINT (-93.698308 41.682764),5800 Northglen Dr,Johnston
3964,Sioux Food Center of Sioux Rapids,POINT (-95.152677 42.888845),621 Hwy 71,Sioux Rapids
4384,Kum & Go #2093 / Adel,POINT (-94.017511 41.614114),409 Nile Kinnick Dr,Adel
3882,Kwik Shop #579 / Davenport,,2805 Telegraph Rd,Davenport
4361,Quik Trip #538 / NW 2nd / DSM,POINT (-93.619906 41.643664),4575 NW 2nd,Des Moines
4554,Kum & Go #229 / Sioux City,POINT (-96.416824 42.510269),1821 Hamilton Blvd,Sioux City
5749,Casey's General Store #3025 / Carroll,POINT (-94.874495 42.068503),613 US HWY 30 W,Carroll
4436,Kum & Go #216  Ames,POINT (-93.650125 42.021236),203 Welch Ave,Ames
5073,"Williams Boulevard Service, Inc.",POINT (-91.706865 41.964545),"2601, Williams Blvd SW",Cedar Rapids
4370,Kum & Go #240 / North Ave Norwalk,POINT (-93.681862 41.475381),530 North Ave,Norwalk
4687,Kum & Go #517 / Cedar Rapids,POINT (-91.634941 42.009649),3132 1st Ave NE,Cedar Rapids
4626,Kwik Shop #527 / Council Bluffs,POINT (-95.90597 41.26363),"3632, Avenue G",Council Bluffs
5507,Quik Trip #559 / Fleur,POINT (-93.644902 41.54787),4021 Fleur Dr,Des Moines
5185,Kum & Go #521  /  Coralville,POINT (-91.568025 41.669799),205 2nd St,Coralville
5205,Glidden Grocery,POINT (-94.731667 42.07082100000001),1408 Dakota Street,Glidden
5188,Kum & Go #251 / Sioux City,POINT (-96.397381 42.489852),1005 Gordon Dr,Sioux City
4689,Walgreens #11759 / Fort Madison,POINT (-91.344306 40.626968),2639 Avenue L,Fort Madison
5808,Casey's General Store #1373 / Bondurant,POINT (-93.459274 41.702943),302 2nd St NE,Bondurant
5184,Casey's General Store #3440 / Camanc,POINT (-90.25591 41.787907),"614, S  Washington Blvd",Camanche
4876,Quick Mart / Hiawatha,POINT (-91.672961 42.044452),"655, Robbins Rd",Hiawatha
4872,Casey's General Store #2644 / Earlham,POINT (-94.123159 41.500191),975 N Chestnut Ave,Earlham
3855,Dyno's Wine and Spirits / Storm Lake,,1201 1/2 Lakeshore Dr,Storm Lake
5091,Kum & Go #1436 / Muscatine,POINT (-91.392568 40.92129),416 Cedar St,Muscatine
5504,Neighborhood Mart,POINT (-92.313923 42.489893),2102 Lafayette St,Waterloo
2709,Hy-Vee Fast and Fresh - Dubuque,POINT (-90.74105000000002 42.517531),2435 NW Arterial,Dubuque
4641,Kum & Go #573 / SE 14th DM,,5830 SE 14th St,Des Moines
2691,Hy-Vee Fast & Fresh - Des Moines,POINT (-93.698172 41.614888),5801 Hickman Road,Urbandale
4537,Casey's General Store #1834 / Leon,POINT (-93.747901 40.742126),401 NW Church St,Leon
5785,Casey's General Store #2491 / Clarinda,POINT (-95.03782 40.727464),1107 S 16th St,Clarinda
5501,Quik Trip #530 / Euclid,,1424 E Euclid Ave,Des Moines
4467,Kum & Go #438 / Muscatine,POINT (-91.030595 41.441918),1429 PARK AVE,MUSCATINE
4810,Kum & Go #518 / Ankeny,POINT (-93.572458 41.760989),3603 NE Otterview Circle,Ankeny
5081,Casey's General Store #3035 / Atlant,POINT (-95.014425 41.403737),701 Poplar St,Atlantic
5421,Yesway # 1009/ Harlan,POINT (-95.318597 41.656803),618 Durant Street,Harlan
4983,River Mart,POINT (-91.209254 40.839429),14562 Washington Rd,West Burlington
4631,Thunder Ridge Ampride,POINT (-92.475132 42.539967),"2425, Whitetail Dr",Cedar Falls
4599,Quik Trip #500 / Hubbell DM,POINT (-93.54490600000001 41.629026),3700 Hubbell Ave,Des Moines
4503,Casey's General Store #38 / Treynor,POINT (-95.617322 41.232472),102 W Main St,Treynor
5812,Casey's General Store #2487 / Spirit Lake,POINT (-95.109255 43.422638),1304 18th St,Spirit Lake
5417,Casey's General Store # 2792/Cedar Rapids,POINT (-91.675979 41.88924),9001 6th Street SW,Cedar Rapids
3916,Smokin' Joe's #5 Tobacco and Liquor Outlet,POINT (-92.437224 41.009342),1115 Albia Rd,Ottumwa
3717,The Liquor Stop / Sumner,POINT (-92.09922100000001 42.847479),201 W 1st St,Sumner
4453,SID'S GAS and GROCERIES,POINT (-93.637202 43.24898100000001),"1116, Hwy 69 South",Forest City
5949,Uptown Liquor & Tobacco / Cedar Rapids,POINT (-91.725777 41.959614),2000 Wiley Blvd SW STE 106,Cedar Rapids
5730,Jim's Food,POINT (-92.355915 42.487326),437 Sullivan Avenue,Waterloo
4449,Kum & Go #121 / Urbandale,POINT (-93.782998 41.62962),12041 Douglas Pkwy,Urbandale
4750,Walgreens #04041 / Davenport,POINT (-90.552365 41.556786),1525 E Kimberly,Davenport
4933,River Mart,POINT (-91.129659 40.814541),2107 Agency St,Burlington
4474,Bucky's Express #34 / Council Bluffs,POINT (-95.902733 41.26191600000001),3501 W Broadway St,Council Bluffs
4674,Kum & Go #227 / Ames,POINT (-93.585891 42.009586),2108 ISAAC NEWTON DR,Ames
4406,Kum & Go #4020 / Ankeny,POINT (-93.62657100000001 41.701905),1910 SW White Birch Circle,Ankeny
4637,Kwik Shop #560 / Cedar Rapids,POINT (-91.666812 41.944676),3301 J St,Cedar Rapids
4401,KUM & GO #503 / MARION,POINT (-91.577321 42.035013),3215 7th Ave,Marion
5340,Kum & Go #532/ West DSM,POINT (-93.791014 41.55915),5901 Mills Civic Pkwy #2000,West Des Moines
5700,Flashmart #103/Perry,POINT (-94.106581 41.840342),1219 1st Avenue,Perry
4374,Kum & Go #141 / Grimes,,1950 Princeton Dr,Grimes
5892,Garner Foods / Ft Madison,POINT (-91.337828 40.627164),2236 Ave L,Fort Madison
4622,Quik Trip #544 / SE 14th DM,POINT (-93.596748 41.548497),"3941, SE 14th St",Des Moines
4853,Kum & Go #62 / Johnston,POINT (-93.736534 41.67184),6130 NW 86th St,Johnston
5599,Kwik Stop 4,POINT (-92.345106 42.510792),515 Broadway St,Waterloo
3943,Good and Quick Co,POINT (-93.453265 42.022711),519 Lincolnway,Nevada
5781,Casey's General Store #2898 / Clarence,POINT (-91.065862 41.888723),93 Lombard St,Clarence
5092,Kum & Go #2035 / West Des Moines,POINT (-93.80783900000002 41.589057),7265 Vista Dr,West Des Moines
4428,Kum & Go #200 / Ames,POINT (-93.679803 42.01214),4510 Mortensen Rd,Ames
5226,KC Brothers,POINT (-90.589149 41.521586),214 MYRTLE ST,Davenport
2668,Hy-Vee Food Store / Leon,POINT (-93.757827 40.739645),1004 W 1st St,Leon
2705,Hy-Vee Cresco Dollar Fresh,POINT (-92.131697 43.371127),22422 Hwy 9,Cresco
4543,Casey's General Store #2924 / Marion,POINT (-91.553462 42.037621),1100 Eagle View Dr,Marion
4024,Wal-Mart 1546 / Iowa Falls,POINT (-93.262446 42.503407),840 S Oak,Iowa Falls
4959,Bani's,POINT (-92.455801 42.518018000000005),2128 College St,Cedar Falls
5806,Casey's General Store #1159 / Correctionville,POINT (-95.78307700000002 42.482163),524 11th St,Correctionville
3726,Wal-Mart 1285 / Ottumwa,POINT (-92.456896 41.01455),1940 Venture Dr,Ottumwa
2840,CVS Pharmacy #8633 / Bettendorf,POINT (-90.503814 41.550134),2002 Spruce Hills Dr,Bettendorf
4334,Fareway Stores #114 / Dubuque,,2050 John F Kennedy Rd,Dubuque
4755,Walgreens #05941 / Mason City,POINT (-93.220422 43.148333),1251 4th St SW,Mason City
3065,Montezuma Super Valu,POINT (-92.527248 41.584179),201 S Front St,Montezuma
4868,Kum & Go #59 / Waukee,POINT (-93.880018 41.565606),400 Prairie Bluff Dr,Waukee
5108,Tobacco 4 Less / State St,POINT (-90.518562 41.5251),1032 State St,Bettendorf
4336,Last Call 2,POINT (-96.002297 43.344294),120 N Main St,George
4726,Walgreens #07454 / Ankeny,,901 N Ankeny Blvd,Ankeny
3749,Wal-Mart 1526 / Storm Lake,POINT (-95.200739 42.663904),1831 Lake Ave NW,Storm Lake
4718,Walgreens #06623 / West Des Moines,POINT (-93.736117 41.597473),1660 22nd St,West Des Moines
4797,Walgreens #05362 / Des Moines,POINT (-93.601331 41.600612),1330 E University Ave,Des Moines
2845,CVS Pharmacy #4816 / Council Bluffs,POINT (-95.344053 41.472968),545 W Washington St,Council Bluffs
3738,Hartig Drug Company #4 / Dubuque,POINT (-90.671531 42.51384),2225 Central Ave,Dubuque
4724,Walgreens #05942 / Newton,POINT (-93.038091 41.699223),1204 1st Ave East,Newton
5426,Prime Mart 2 / Cedar Falls,POINT (-92.455972 42.561054),2728 Center St.,Cedar Falls
5341,JJ's on Johnson,POINT (-91.715929 41.974231),235 Edgewood Rd NW,Cedar Rapids
5302,Yesway Store # 10034/ Belmond,POINT (-93.616821 42.84535),112 River Ave S,Belmond
4799,Walgreens #05777 / Des Moines,POINT (-93.559285 41.600575),2930 E University Ave,Des Moines
4734,Walgreens #04973 / Urbandale,POINT (-93.712815 41.629407),7000 Douglas Ave,Urbandale
4736,Walgreens #03876 / Marion,POINT (-91.596313 42.033295),1225 7th Ave,Marion
4172,Shamrock Spirits,POINT (-93.376271 42.520423),1204 Water St Po Box 177,Alden
5746,Casey's General Store #3037 / Cherokee,POINT (-95.552351 42.764395),1200 N 2nd St,Cherokee
2507,Hy-Vee Food Store #1 / Burlington,POINT (-91.110752 40.801889),939 Angular,Burlington
6061,Brooklyn Grocery,POINT (-92.444377 41.728699),122 E Front St,Brooklyn
3774,Eagle Country Market / Dubuque,POINT (-90.665763 42.511105),1800 Elm St,Dubuque
3611,Logan Super Foods,POINT (-95.786133 41.644108),403 E 6th,Logan
2848,CVS Pharmacy #10114 / Ankeny,,104 E First St,Ankeny
4695,Walgreens #09791 / Altoona,POINT (-93.464184 41.644039),101 8th St SE,Altoona
4949,River Drive Smoke Shop,POINT (-90.585656 41.520238),"828, W River Dr",Davenport
4702,Walgreens #05361 / Fort Dodge,POINT (-94.162484 42.501197),2503 5th Ave S,Fort Dodge
4541,Casey's General Store #1045 / Delmar,POINT (-90.606669 42.003648),502 Market,Delmar
5719,goPuff / Iowa City,POINT (-91.534512 41.641762),1907 Stevens Drive Unit C-E,Iowa City
4650,Loofts on 9 Liquor Here or Liquor There,POINT (-94.30874900000002 43.38496),"202, W 4th Ave",Swea City
4801,Walgreens #05852 / Des Moines,POINT (-93.658747 41.60037),3030 University Ave,Des Moines
4795,Walgreens #00359 / Des Moines,POINT (-93.568668 41.627702000000006),2545 E Euclid Ave,Des Moines
4629,Kwik Shop #541 / Glenwood,POINT (-95.744909 41.050184),309 N Locust St,Glenwood
4739,Walgreens #05306 / Council Bluffs,POINT (-95.828199 41.24475900000001),301 W Bennett Ave,Council Bluffs
4171,"Brothers Market, Inc. / Cascade",POINT (-90.993859 42.3036),105 SE Nixon St,Cascade
5553,Casey's General Store #2222 / Clinton,POINT (-90.211856 41.85933),1107 13th Ave N,Clinton
5823,Casey's General Store #2431 / Sioux Center,POINT (-96.175411 43.084309000000005),8 7th St NE,Sioux Center
4362,Kum & Go #135 / Polk City,POINT (-93.71443100000002 41.772214),303 W Broadway St,Polk City
5694,Flashmart #104,POINT (-93.879597 42.037102),1704 S. Story Street,Boone
4636,Kwik Shop #561 / Cedar Rapids,POINT (-91.662822 42.007194),2904 Center Point Rd NE,Cedar Rapids
5545,Casey's General Store #91 / Dallas Center,POINT (-93.958985 41.688243),1202 Sugar Grove Ave,Dallas Center
5061,Casey's General Store #3382 / Cedar,POINT (-91.675611 41.943129),"560, 33rd Ave SW",Cedar Rapids
5955,Gowrie Grocery,POINT (-94.289457 42.28057),1119 Market St,Gowrie
5412,Casey's General Store # 1029/ Tama,POINT (-92.576837 41.970558),1207 State Street,Tama
4540,Casey's General Store #2915 / Bellevue,POINT (-90.427844 42.268432),1104 N Riverview St,Bellevue
4627,Casey's General Store #1388 / Sully,POINT (-92.844307 41.581097),807 1st St,Sully
5118,Kwik Stop #82  /  Peosta,POINT (-90.850388 42.44288800000001),"185, Peosta St",Peosta
4379,Kum & Go #2091 / Ashworth / WDM,POINT (-93.790021 41.584385),5969 Ashworth Rd,West Des Moines
4393,KUM & GO #206 / Clive,POINT (-93.736227 41.607327),1725 NW 86th St,Clive
4754,Walgreens #12148 / Waverly,POINT (-92.475049 42.725721),320 W Bremer Ave,Waverly
5544,Casey's General Store #2834 / Lenox,POINT (-94.56523 40.885861),501 N Brooks St,Lenox
2836,CVS Pharmacy #8546 / Waterloo,POINT (-92.337641 42.503596),205 Franklin St,Waterloo
2720,Hy-Vee Gas #3 / WDM,POINT (-93.807443 41.600395),7280 University Ave,West Des Moines
