store_number,store_name,store_location,address,city
2652,Hy-Vee DrugStore / Mason City,POINT (-93.213856 43.148257),875  4th St SW,Mason City
5077,Wal-Mart 3150 / Council Bluffs,POINT (-95.867459 41.27737),1800 N 16th St,Council Bluffs
2666,Hy-Vee Food Store #2 / State Ankeny,POINT (-93.621824 41.705188),2510 SW State St,Ankeny
2571,Hy-Vee Food Store #2 / Waterloo,POINT (-92.337583 42.530476),2181 Logan Ave,Waterloo
5001,The Music Station / Independence,POINT (-91.901687 42.468633),709 First St W,Independence
2585,Hy-Vee Wine and Spirits / Algona,POINT (-94.235955 43.08091),1502 Highway 169 N Suite 1,Algona
2191,Keokuk Spirits,POINT (-91.387797 40.400038),1013 Main,Keokuk
3447,Sam's Club 6432 / Sioux City,POINT (-96.37082 42.43407),4201 S. York St.,Sioux City
4203,Liquor and Tobacco Outlet /,POINT (-92.47898 42.725694),620 W Bremer Ave,Waverly
2602,Hy-Vee Food Store / Webster City,POINT (-93.825486 42.469466),823  2nd St,Webster City
9002,Mississippi River Distillery,POINT (-90.34359400000001 41.599733),303 N Cody Rd,Leclaire
4129,Cyclone Liquors,POINT (-93.618911 42.022854),626 Lincoln Way,Ames
2508,Hy-Vee Food Store #1 / Cedar Rapids,POINT (-91.697941 41.97447),"1843 Johnson Avenue, N.W.",Cedar Rapids
3542,Chuck's Sportsmans Beverage,POINT (-92.921298 43.378499),244 W 4TH ST,St Ansgar
2619,Hy-Vee Wine and Spirits / WDM,POINT (-93.808855 41.598515),1725  74th St,West Des Moines
2637,Hy-Vee #5 / Davenport,POINT (-90.611972 41.538207),2351 W Locust,Davenport
5144,Sam's Club 6979 / Ankeny,POINT (-93.581273 41.691),4625 SE Delaware Ave,Ankeny
2616,Hy-Vee Food and Drug / Clinton,POINT (-90.193204 41.836268000000004),901 South 4th St,Clinton
4651,Casey's General Store #2300 / Jewell,POINT (-93.640039 42.302654000000004),301 MAIN ST,Jewell
2633,Hy-Vee #3 / BDI / Des Moines,POINT (-93.596754 41.554101),3221 SE 14th St,Des Moines
3385,Sam's Club 8162 / Cedar Rapids,POINT (-91.67969 42.031819),2605 Blairs Ferry Rd NE,Cedar Rapids
3354,Sam's Club 8238 / Davenport,POINT (-90.527081 41.559731),3845 Elmore Ave.,Davenport
5315,Brother's Market Wine and Spirits,POINT (-92.20510500000002 41.333293),110 South Main Street,Sigourney
3820,"Charlie's Wine and Spirits,",POINT (-96.420193 42.510535),507 W 19th St,Sioux City
2635,Hy-Vee #4 / Davenport,POINT (-90.513769 41.574973),4064 E 53rd St,Davenport
2505,Hy-Vee Wine and Spirits / Boone,POINT (-93.876107 42.063831),1111  8TH ST,Boone
5800,Brew Gas Coffee Wine Spirits,POINT (-96.474603 42.51496),2026 Riverside Blvd,Sioux City
5277,Cubby's Onawa,POINT (-96.126534 42.026608),2715 Iowa Ave,Onawa
2565,Hy-Vee Food Store #1636 / Spencer,POINT (-95.14506 43.145897),819 N Grand Ave,Spencer
5620,Casey's General Store #2874 / Riceville,POINT (-92.55645 43.363838),208 W Main St,Riceville
2522,Hy-Vee Wine and Spirits / Spirit Lake,,Hwy 9 & 71,Spirit Lake
2106,Hillstreet News and Tobacco,POINT (-92.455796 42.517182),2217 College,Cedar Falls
3869,Bootleggin' Barzini's Fin,POINT (-91.565517 41.672672),412  1st Ave,Coralville
2675,Hy-Vee #2 / Coralville,POINT (-91.60627100000002 41.721438),3285 Crosspark Rd,Coralville
2623,Hy-Vee Food Store #4 / Sioux City,POINT (-96.417783 42.519886),2827 Hamilton Blvd,Sioux City
2190,"Central City Liquor, Inc.",POINT (-93.619787 41.60566),1460 2ND AVE,Des Moines
5102,Wilkie Liquors,POINT (-91.410401 41.918328),724 1st  St  SE,Mount Vernon
3952,Lot-A-Spirits,POINT (-90.48065 41.529655),3780 State St,Bettendorf
4464,Perfect Value Liquor Mart,POINT (-90.547796 41.695329),5b  Lincoln Ave,Eldridge
2512,Hy-Vee Wine and Spirits / Iowa City,POINT (-91.53046300000001 41.642764),1720 Waterfront Dr,Iowa City
2539,Hy-Vee Food Store / Iowa Falls,POINT (-93.262364 42.508752),640 S. Oak,Iowa Falls
2670,Hy-Vee Food Store / Coralville,POINT (-91.591868 41.682337000000004),2004 8th  St,Coralville
5237,World Liquor & Tobacco + Vape,POINT (-94.17795 42.512182),"606, N 15th St",Fort Dodge
3763,Main Street Liquors / Hawarden,POINT (-96.48518900000002 42.996100000000006),911 Central Ave,Hawarden
9039,Foundry Distilling Company,POINT (-93.71798 41.568546),111 South 11th St. Ste 100,West Des Moines
2572,Hy-Vee Food Store / Cedar Falls,POINT (-92.435236 42.512789),6301 University,Cedar Falls
5054,Cork 'N Bottle / Manchester,POINT (-91.445038 42.484073),900 E Main St,Manchester
2614,Hy-Vee #3 Food & Drugstore / Davenport,POINT (-90.548919 41.55678100000001),1823 E Kimberly Rd,Davenport
2576,Hy-Vee Wine and Spirits / Storm Lake,POINT (-95.200758 42.65318400000001),1250 N Lake St,Storm Lake
2587,Hy-Vee Food Store / Johnston,POINT (-93.697731 41.665172),5750 Merle Hay Road,Johnston
3477,Sam's Club 6472 / Council Bluffs,POINT (-95.847163 41.225208),3221 Manawa Centre Dr,Council Bluffs
4250,Fareway Stores #882 / Eldora,POINT (-93.10077 42.361055),1232 14th St,Eldora
2648,Hy-Vee #4 / WDM,POINT (-93.773557 41.561197),555 S 51st St,West Des Moines
6034,Three Doors Down Liquor,POINT (-94.423026 43.063586),417 Broad St.,Whittemore
4978,Prime Mart / Waterloo,POINT (-92.291335 42.435434),3535 Marigold Dr,Waterloo
3417,Big G Food Store,,Po Box 261  310 W Dillon,Marengo
5910,Eldridge Mart,POINT (-90.58154 41.654676),209 E. Le Claire Rd,Eldridge
5425,Spirits Liquor,POINT (-93.793812 41.68840000000001),109 E 1st St. # B,Grimes
2560,Hy-Vee Food Store / Marion,,3600 Business Hwy 151 East,Marion
4829,Central City 2,POINT (-93.613739 41.60572),1501 Michigan Ave,Des Moines
2665,Hy-Vee / Waukee,POINT (-93.854477 41.615059),1005 E Hickman Rd,Waukee
2506,Hy-Vee #1044 / Burlington,POINT (-91.136655 40.814666),3140 Agency,Burlington
5979,Casey's General Store #2665 / Woodbine,POINT (-95.703113 41.738436),602 Lincolnway St,Woodbine
3728,Brewski's Beverage,POINT (-95.854809 41.262316),726 Creek Top,Council Bluffs
2603,Hy-Vee Wine and Spirits / Bettendorf,POINT (-90.483701 41.552338),2890 Devils Glen Road,Bettendorf
5236,"Giggle Juice Liquor Station, LLC",POINT (-91.29083400000002 42.108203),600 W Main St,Anamosa
4306,Northside One Stop / Hampton,POINT (-93.202452 42.753045),1208  4th St NE,Hampton
5908,Neighborhood Tobacco Outlet / Marion,POINT (-91.585363 42.033257),2500 7th Ave,Marion
4980,Pronto BP,POINT (-92.264665 42.409095),7305 Laporte Rd,Washburn
3773,Benz Distributing,POINT (-91.659875 41.97574),501 7th Ave SE,Cedar Rapids
2613,Hy-Vee Food Store #1 / Council Bluffs,POINT (-95.879662 41.261925),2323 W Broadway,Council Bluffs
2595,Hy-Vee Wine and Spirits / Denison,POINT (-95.348601 42.012395),"1620  4th Ave, South",Denison
3420,Sam's Club 6344 / Windsor Heights,POINT (-93.718027 41.599172),1101  73rd St,Windsor Heights
3524,Sam's Club 6568 / Ames,POINT (-93.613648 42.001123),305 Airport Rd,Ames
2678,Hy-Vee Fast & Fresh / Davenport,POINT (-90.527278 41.553879),3200 E KIMBERLY RD.,Davenport
2620,Hy-Vee / Windsor Heights,,7101 University Ave,Windsor Heights
2524,Hy-Vee Food Store / Dubuque,,3500 Dodge St,Dubuque
3054,Mcnally's Super Valu,,1026 Main,Grinnell
3494,Sam's Club 6514 / Waterloo,POINT (-92.353103 42.456374),210 East Tower Park Dr,Waterloo
2641,Hy-Vee Drugstore / Council Bluffs,POINT (-95.855054 41.261673),757 W Broadway,Council Bluffs
3814,Costco Wholesale #788 / WDM,POINT (-93.806489 41.561342),7205 Mills Civic Pkwy,West Des Moines
2515,Hy-Vee Food Store #1 / Mason City,POINT (-93.235588 43.148451),2400 4th St SW,Mason City
5941,Prime Mart - Cedar Falls,POINT (-92.455972 42.561054),2728 Center St,Cedar Falls
5244,The Ox & Wren Spirits and Gifts,POINT (-92.106529 43.371131),708 2nd  AVE  SE,Cresco
2543,Hy-Vee Food Store #1 / Ottumwa,POINT (-92.438463 41.01558),1025 North Quincy Ave,Ottumwa
2569,Hy-Vee Food Store #2 / Cedar Rapids,POINT (-91.630677 42.027805),279 Collins Road NE,Cedar Rapids
4819,Super Stop 2 / Altoona,POINT (-93.494642 41.65854),2635 Adventureland Dr,Altoona
5660,North Side Liquor & Tobacco / Dubuque,POINT (-90.670151 42.5116),2013 Central Ave,Dubuque
2629,Hy-Vee Food Store #2 / Council Bluffs,POINT (-95.825137 41.242732),1745 Madison Ave,Council Bluffs
4057,Tequila's Liquor Store,POINT (-93.59704 41.594713),1434 Des Moines St Ste 5,Des Moines
2536,HY-VEE / PLEASANT HILL,POINT (-93.519187 41.598109),4815 Maple Drive,Pleasant Hill
5662,Riverside Liquor 2 / Davenport,POINT (-90.59739400000001 41.53826),1528 W Locust,Davenport
5717,Casey's General Store #3789,POINT (-93.464647 41.628721),2480 1st Ave. South,Altoona
5157,Kimmes Manson Country Store #10,POINT (-94.534532 42.517855),208 Main St,Manson
2625,Hy-Vee Wine & Spirits #2 / Davenport,,3301 W Kimberly Rd,Davenport
2502,Hy-Vee Wine and Spirits / Ankeny,,410 North Ankeny Blvd,Ankeny
2200,Sac Liquor Store,POINT (-94.974011 42.421341),619 E Main St,Sac City
2621,Hy-Vee Food Store #3 / Sioux City,POINT (-96.364108 42.487752),3301 Gordon Dr,Sioux City
3963,Tobacco Hut #14 / Council Bluffs,POINT (-95.873073 41.261866),1925 W Broadway,Council Bluffs
5366,Liquor Beer & Tobacco Outlet,POINT (-92.661881 43.05913400000001),1908 Clark St,Charles City
2590,Hy-Vee Food Store #5 / Cedar Rapids,POINT (-91.658105 42.010971),3235 Oakland Road NE,Cedar Rapids
4560,Casey's General Store #2914 / Harlan,POINT (-95.322969 41.645404),"1006, Chatburn Ave",Harlan
5068,Tobacco Shop / Arnolds Park,POINT (-95.14027400000002 43.361577),612 S Highway 71,Arnolds Park
9042,"American Heritage Distillers, LLC",,PO Box 1317,Spencer
2538,Hy-Vee Food Store #3 / Waterloo,POINT (-92.327917 42.459938),1422 Flammang Dr,Waterloo
2582,Hy-Vee #2 Food Store / Mason City,POINT (-93.17114 43.14623),551 S Illinois Ave,Mason City
4582,Jiffy #926 / Spirit Lake,POINT (-95.126585 43.42282),"2402, 17th St",Spirit Lake
2604,Hy-Vee Wine and Spirits / Le Mars,POINT (-96.18335000000002 42.778257),1201 12th Ave SW,Le Mars
3814,Costco Wholesale #788 / WDM,POINT (-93.805651 41.562369),7205 Mills Civic Pkwy,West Des Moines
9013,Iowa Distilling Company,POINT (-93.762456 41.483192),4349 Cumming Ave.,Cumming
2611,Hy-Vee Drugstore / Ottumwa,POINT (-92.401538 41.026754000000004),1140 North Jefferson St,Ottumwa
2528,Hy-Vee Food Store #3 / Des Moines,,3221 SE 14th St,Des Moines
5307,Fareway Stores #167/Johnston,POINT (-93.697658 41.670127),6005 Merle Hay Road,Johnston
3928,Smokin' Joe's #12 Tobacco and Liquor Outlet,POINT (-91.60759 41.739524),465 Hwy 965 Unit G,North Liberty
2521,Hy-Vee Food and Drug / Grand / WDM,POINT (-93.73162 41.571127),1990 Grand Avenue,West Des Moines
5597,Liquor Tobacco & Gas,POINT (-90.66784 42.50649),1401 Central Ave,Dubuque
5935,Casey's General Store #2364 / Urbandale,POINT (-93.756964 41.632801),3935 NW Urbandale Dr,Urbandale
4568,Select Mart / Sioux City,POINT (-96.358413 42.54202),4103 Floyd Blvd,Sioux City
5666,Costco Wholesale #1325 / Davenport,POINT (-90.533235 41.574836),2790 E 53rd St,Davenport
4589,Dyno's #53 / Sibley,POINT (-95.752119 43.397431),1026 2nd Ave,Sibley
6013,Mill Street Liquor / Lake Mills,POINT (-93.535032 43.419668),107 N Mill St,Lake Mills
3456,Quick Shop / Clear Lake,POINT (-93.378772 43.142868),904 N 8th St,ClearLake
3917,Smokin' Joe's #2 Tobacco and Liquor Outlet,POINT (-90.599037 41.538254),1606 W Locust St,Davenport
2627,Hy-Vee Wine & Spirits #1 / MLK,POINT (-93.65078800000002 41.625924),3330 Martin Luther King Jr Pkwy,Des Moines
2285,John's Grocery,POINT (-91.529854 41.663541),401 East Market St,Iowa City
6000,Porters Convenience 66 / Clinton,POINT (-90.221831 41.817449),1512 Lincoln Way,Clinton
2657,Hy-Vee Food Store / Bedford,POINT (-94.72557800000001 40.676171),1604 Bent,Bedford
4126,Sam's Mainstreet Market / Solon,POINT (-91.494611 41.807199),123 E Main St,Solon
4091,Fareway Stores #705 / Clear Lake,POINT (-93.613385 43.105949),910 Hwy 18 W,Clear Lake
3525,Wines and Spirits,POINT (-91.692214 41.300399),106 W 2nd St,Washington
3679,FRANKLIN STREET FLORAL & GIFT,POINT (-91.390767 43.055133),103 Franklin St,Monona
4988,Happy's Wine & Spirits,POINT (-92.429331 42.512766),5925 University Ave,Cedar Falls
4478,U S Gas,POINT (-93.625682 41.557862),3000 SW 9th St,Des Moines
4277,Cork It!,POINT (-96.178219 42.776296),769 Prospect St SW,Le Mars
3723,J D Spirits Liquor,POINT (-96.095845 42.025841),1023  9th St,Onawa
4743,Family Fare #791,POINT (-95.81877500000002 41.24394),1801 Valley View Dr,Council Bluffs
4324,Dayton Community Grocery,POINT (-94.068439 42.26168),22 North Main,Dayton
4969,Lake Liquors Wine and Spirits,POINT (-93.396651 43.142775),910 N 8th St W,Clear Lake
3842,Bancroft Liquor Store,POINT (-94.218 43.29355),107 N Portland St Po Bx 222,Bancroft
4794,Smokin' Joe's #17 Tobacco and Liquor Outlet,POINT (-91.141203 40.80943700000001),110 S Roosevelt Hwy 61,Burlington
4312,I-80 Liquor / Council Bluffs,POINT (-95.8792 41.238092),2411 S 24TH ST #1,Council Bluffs
5934,City Liquor / Iowa City,POINT (-91.530225 41.656031),425 S Gilbert St,Iowa City
4617,Lickety Liquor,POINT (-93.570489 41.607817),2501 HUBBELL AVE,Des Moines
4907,Prime Mart / Cedar Falls,POINT (-92.44586000000001 42.516198),2323 Main St,Cedar Falls
4899,Graettinger Market,POINT (-94.750949 43.237678),"124, W Robins St",Graettinger
5351,Downtown Liquor,POINT (-96.394671 42.495324),1203 5th St.,Sioux City
2643,Hy-Vee Wine and Spirits / Waterloo,,2126 Kimball Ave,Waterloo
2593,Hy-Vee Food Store / Carroll,POINT (-94.853591 42.064155),905 US Highway 30 West,Carroll
2628,Hy-Vee Food Store / Eldora,POINT (-93.103764 42.360631),1616 Edgington,Eldora
4205,Fareway Stores #467 / Marshalltown,POINT (-92.914409 42.038157000000005),102 West Anson St,Marshalltown
4960,AJ's Liquor III,POINT (-93.648959 42.021456),2401 A Chamberlain St,Ames
4705,Walgreens #05977 / Coralville,POINT (-91.566343 41.669266),102 Second St,Coralville
5167,New Star Liquor & Tobacco  / Ft Dodg,POINT (-94.173816 42.501131),1724 5th  Ave S,Fort Dodge
2671,Hy-Vee  /  Jefferson,POINT (-94.375508 42.017267),"106, W Washington St",Jefferson
3443,Super Saver Iv,POINT (-95.836515 41.270824),1141 N Broadway,Council Bluffs
2606,Hy-Vee Wine and Spirits / Humboldt,POINT (-94.227116 42.733221),1011  13th St North,Humboldt
5859,Liquor Tobacco & Grocery - Mason City,POINT (-93.208614 43.152301),18 North Monroe Avenue,Mason City
3987,Wine and Spirits Shoppe Of,POINT (-94.226874 43.068382),111 S Phillips St,Algona
4133,Mccoy's 1447,POINT (-93.83997 42.469614),1447  2nd St,Webster City
5651,Super Quick Mart / Windsor Heights,POINT (-93.72238 41.614669),7690 Hickman Rd,Windsor Heights
2592,Hy-Vee Drugstore / Marshalltown,POINT (-92.91250500000001 42.027531),1712 S Center  St,Marshalltown
2624,Hy-Vee #2 / Dubuque,POINT (-90.741064 42.516633),2395 NW Arterial Rd,Dubuque
2591,Hy-Vee Wine and Spirits / Atlantic,POINT (-94.990031 41.403856),1602 E 7th St,Atlantic
3784,Hartig Drug #14 / Independence,POINT (-91.893016 42.468721),200  1st St East,Independence
3644,Wal-Mart 2764 / Altoona,POINT (-93.505276 41.644195),3501  8th St SW,Altoona
4154,Fareway Stores #055 / Hiawatha,POINT (-91.702263 42.046486),885 Miller Rd,Hiawatha
4984,Fast Ave One Stop,POINT (-91.030306 41.447149),2111 Park Ave,Muscatine
4891,Schottsy's Liquor,POINT (-95.759943 43.403935),109 5th St,Sibley
3868,Wal-Mart 3630 / Marion,,5491 Business Hwy 151,Marion
4001,Wal-Mart 1787 / Carroll,POINT (-94.893501 42.081312),2014 Kitty Hawk Ave,Carroll
5887,Casey's General Store #2392,POINT (-93.684566 41.657509),5340 NW Beaver Dr,Johnston
2647,Hy-Vee #7 / Cedar Rapids,POINT (-91.701581 42.030129),5050 Edgewood Rd,Cedar Rapids
5995,Super Stop Liquor and Wine / Altoona,POINT (-93.494642 41.65854),2635 Adventureland Dr,Altoona
5463,Backwater Spirits and More,POINT (-91.786674 43.304224),116 W Water St Ste D,Decorah
9037,"Green Frog Distillery, LLC",POINT (-91.399797 40.473242000000006),3345 270th Ave,Keokuk
2553,Hy-Vee Food Store / Creston,POINT (-94.372552 41.051462),600 Sheldon,Creston
5594,Depot Norway,POINT (-91.919915 41.902804),117 E Railroad St,Norway
3704,Celtics Beverage Company,POINT (-94.678807 43.10937),1122 Broadway,Emmetsburg
5846,Rockingham Liquor - Davenport,POINT (-90.613625 41.514051),2423 Rockingham Road,Davenport
5916,Another Round / DeWitt,POINT (-90.539095 41.808535),622 S 6th Ave,DeWitt
4571,Casey's General Store #2357 / Allison,POINT (-92.790457 42.745202),"100, Cherry St",Allison
2445,Ruback's Food Center,,504 South Highway,Oakland
5298,DeWitt Travel Mart,POINT (-90.538952 41.821779),"630, 6th Ave",DeWitt
5352,Casey's General Store # 3565/ Tripoli,,600 7th Ave,Tripoli
5423,Stammer Liquor Corp,POINT (-95.854899 43.184242),615 2nd Ave,Sheldon
5257,MAD Ave Quik Shop,,"405, Madison Ave",Ottumwa
5861,Taylor Quik Pik - Council Bluffs,POINT (-95.81790900000001 41.220431),14151 Wabash Avenue,Council Bluffs
5736,218 Fuel Express,POINT (-92.73738 43.122076),68 Monroe Street,Floyd
2660,HY-VEE FOOD STORE / SIOUX CENTER,POINT (-96.175695 43.056471),1951 S Main Ave,Sioux Center
5206,Brothers Market  /  Grundy Center,POINT (-92.782283 42.36157),1400 G  Ave,Grundy Center
4185,Fareway Stores #737 / Grinnell,POINT (-92.727347 41.741352),727 West St,Grinnell
5869,Tobacco Outlet Plus #507 - Urbandale,POINT (-93.711504 41.629416),6941 Douglas Ave,Urbandale
2238,Adventureland Inn,,305 34th Ave NW,Altoona
4950,Kum & Go #514 / Cedar Rapids,POINT (-91.651424 41.97769),1420 Mt Vernon Rd,Cedar Rapids
5911,Old Fire Liquor / Buffalo Center,POINT (-93.947595 43.386755),113 1st St NW,Buffalo Center
2130,Sycamore Convenience,POINT (-92.335358 42.497854),617 Sycamore,Waterloo
9041,S&B Farms Distillery,POINT (-94.215446 43.292947),212 E Ramsey St.,Bancroft
5326,Als Liquor,POINT (-95.202405 42.647492),215 W. Milwaukee Ave,Storm Lake
4311,Fareway Stores #508 / Fort Dodge,POINT (-94.18154 42.50513),1231  1st Ave S,Fort Dodge
5416,Depot Liquor & Grocery,POINT (-92.912975 42.051619),114 N Center St.,Marshalltown
5648,Fareway Stores #189 / Ames,POINT (-93.66853 42.022819),3720 Lincoln Way,Ames
4271,Fareway Stores #827 / Centerville,POINT (-92.86793 40.73112),305 S 18th St,Centerville
5533,Fareway Stores #183 / Fleur,POINT (-93.644925 41.545286),4313 Fleur Dr,Des Moines
2558,Hy-Vee Food Store / Mount Pleasant,POINT (-91.52888 40.962331000000006),1700 E Washington,Mount Pleasant
4498,Speede Shop / Winthrop,,644 220th St,Winthrop
5497,Casey's General Store #3617 / Grinnell,POINT (-92.725708 41.699636),635 Lang Creek Ave,Grinnell
2644,Hy-Vee Fort Dodge Wine and Spirits,POINT (-94.177165 42.508344),1511 2nd Ave North,Fort Dodge
5299,Pearl City Tobacco & Liquor Outlet,POINT (-91.05788 41.413877),"200, Green Street",Muscatine
3818,Round Window Liquor,POINT (-93.10564100000002 41.320746),703 W Pleasant St,Knoxville
4158,Fareway Stores #409 / Carroll,POINT (-94.850616 42.065252),709 Monterey Dr,Carroll
5971,Pony Creek Liquor / Glenwood,POINT (-95.746084 41.038135),924 S. Locust St,Glenwood
5681,Quick Corner / Hawarden,POINT (-96.48203600000001 42.9968),901 10th St,Hawarden
3920,Smokin' Joe's #11 Tobacco and Liquor Outlet,POINT (-90.204748 41.827845),1606 Camanche Ave,Clinton
2228,Rodgers Spirits and More,POINT (-94.013374 41.336405),53 Green St,Winterset
4472,Quick Shop Foods / Centerville,POINT (-92.874182 40.72417500000001),1023 South Main,Centerville
5886,Beecher Liquor / Dubuque,POINT (-90.696886 42.500775000000004),1691 Asbury Rd,Dubuque
5676,Family Pantry,POINT (-93.665871 41.638673),4538 Lower Beaver Rd,Des Moines
2517,Hy-Vee Food Store #1 / Newton,POINT (-93.034296 41.69916),1501 First Avenue East,Newton
5203,Kimmes Coon Rapids Country Store #12,POINT (-94.678374 41.865913),"516, Highway 141",Coon Rapids
5222,Leo1  /  Cedar Rapids,POINT (-91.652082 41.988229),"1500, 1st  Ave NE",Cedar Rapids
9001,Cedar Ridge Vineyards,POINT (-91.67737 41.8321),1441 Marak Rd NW,Swisher
2656,Hy-Vee Food Store / Corning,POINT (-94.731809 40.991861),300  10th St,Corning
5311,The Liquor Store,POINT (-95.687686 42.979946),132 N. Main,Paullina
2649,Hy-Vee #3 / Dubuque,POINT (-90.666497 42.49721900000001),400 Locust St,Dubuque
4310,Fareway Stores #502 / Cherokee,POINT (-95.551866 42.75508),205 West Bluff St,Cherokee
2663,Hy-Vee Food Store / Urbandale,POINT (-93.739105 41.629364),8701 Douglas,Urbandale
2551,Hy-Vee Food Store / Chariton,,2001 West Court,Chariton
4677,Costco Wholesale #1111 / Coralville,POINT (-91.61494100000002 41.698028),2900 Heartland Dr,Coralville
4296,Circle B Market,POINT (-91.962466 40.7294),111 Main St,Keosauqua
5142,Smokin' Joe's #13 Tobacco and Liquor Outlet,,2315 Mt Vernon Rd SE,Cedar Rapids
5198,Riverside Liquor,POINT (-90.561741 41.524926),826 E River Dr,Davenport
5652,Avenue G Store / Council Bluffs,POINT (-95.86789 41.26712),1602 Avenue G,Council Bluffs
5514,Johncy's Liquor Store,POINT (-91.60761 41.738129),585 Hwy 965 Ste D & E,North Liberty
2653,Hy-Vee Wine and Spirits / Washington,POINT (-91.704567 41.296576),1004 W Madison St,Washington
2607,Hy-Vee Wine and Spirits / Shenandoah,POINT (-95.385111 40.761736),520 So Fremont,Shenandoah
5131,Oasis,POINT (-93.599362 41.59878),"1401, Buchanan St",Des Moines
2465,Sid's Beverage Shop,POINT (-90.705328 42.491862),2727 Dodge St,Dubuque
5373,Sodes Green Acre,POINT (-91.095813 42.782907),7 Goethe Street Ste. B,Guttenberg
5656,Cody Mart Gas & Liquor,POINT (-90.34429 41.611036),1220 N Cody Rd,Le Claire
5128,Price Chopper  /  Beaver #1310,POINT (-93.672695 41.610525),1819 Beaver Ave,Des Moines
5010,Sac City Food Pride,POINT (-95.002637 42.422404),106 S 16th St,Sac City
5078,Casey's General Store #2096 / Counci,POINT (-95.879335 41.238763),2301 S 24th St,Council Bluffs
4514,Casey's General Store #2813 / Fort Dodge,POINT (-94.218425 42.515441),1230 3rd Ave NW,Fort Dodge
2566,Hy-Vee Food Store / Knoxville,,813 N Lincoln Ste 1,Knoxville
3831,The Market Of Madrid,POINT (-93.815365 41.87894000000001),301 Annex Rd,Madrid
4070,Grieder Beverage Depot,POINT (-92.278 41.897054),708  13th St,Belle Plaine
4673,Sonny's Super Market / West Point,POINT (-91.452491 40.717867),327 5th St,West Point
3918,Smokin' Joe's #1 Tobacco and Liquor Outlet,POINT (-90.621541 41.510082),3120 Rockingham Rd,Davenport
2561,Hy-Vee Food Store / Fleur / DSM,POINT (-93.64494300000001 41.542748),4605 Fleur Drive,Des Moines
2651,Hy-Vee / Waverly,POINT (-92.475403 42.712263),1311 4 Street SW,Waverly
5840,Brother's Market / Clarion,POINT (-93.735875 42.731643),325 Central Ave West,Clarion
4157,Fareway Stores #993 / North Liberty,POINT (-91.608385 41.741097),615 Westwood Dr   P.o Box 96,North Liberty
2501,Hy-Vee  #2 / Ames,,640 Lincolnway,Ames
2248,Ingersoll Liquor and Beverage,POINT (-93.664182 41.586319),3500 Ingersoll Ave,Des Moines
5207,Jim's Foods  /  Cedar Rapids,POINT (-91.67707300000001 41.968016000000006),"812, Sixth  St SW",Cedar Rapids
2548,Hy-Vee Food Store / Altoona,POINT (-93.465301 41.644041),100 8th Street SW,Altoona
2500,Hy-Vee Food Store #1 / Ames,,3800 W Lincoln Way,Ames
3782,Bender Foods / Guttenberg,POINT (-91.100489 42.77964),619 S Hwy 52,Guttenberg
4201,Fareway Stores #022 / Sioux City,POINT (-96.461706 42.49488100000001),4040 War Eagle Dr,Sioux City
4843,Stewart Road Fast Break,POINT (-91.07265200000002 41.390911),2418 Stewart Rd,Muscatine
4866,Tobacco Hut #18 / Council Bluffs,POINT (-95.851844 41.219624),429 Veterans Memorial,Council Bluffs
5915,The Hut / Council Bluffs,POINT (-95.873073 41.261866),1925 W Broadway,Council Bluffs
6007,Casey's General Store #1910 / Johnston,POINT (-93.697676 41.67158),6110 Merle Hay Rd,Johnston
5446,Pump N Pak,POINT (-96.294824 43.200164),1004 Main St.,Rock Valley
3990,Cork and Bottle / Oskaloosa,POINT (-92.648153 41.296228),309 A Ave West,Oskaloosa
2573,Hy-Vee Food Store / Muscatine,POINT (-91.035138 41.451349),2400 2nd Ave,Muscatine
2662,Hy-Vee Wine & Spirits / Muscatine,POINT (-91.04437 41.426615),"522 Mulberry, Suite A",Muscatine
4522,Casey's General Store #2523 / Monroe,POINT (-93.099657 41.509806),201 Ralph St,Monroe
5173,Audubon Food Land,POINT (-94.93625 41.723057),104 Market St,Audubon
5251,Northside Liquor,POINT (-93.201061 43.163663),1303 North Federal,Mason City
5309,Royal Food,POINT (-93.619783 41.605229),1443 2nd Ave,Des Moines
5292,John's Qwik Stop,POINT (-92.027865 42.163119),"814, C Ave",Vinton
3909,D And S Grocery,POINT (-93.24163400000002 41.222471),104 SE  A St,Melcher-Dallas
3944,Sam's Club 4973 / Dubuque,POINT (-90.737821 42.515289),4400 Asbury Rd,Dubuque
4291,Fareway Stores #597 / Creston,POINT (-94.237509 40.715722),105 E Adams St,Creston
4588,Sam's Mini Mart / Sioux City,POINT (-96.419074 42.503495),923 W 7TH ST,Sioux City
5113,"Ray's Supermarket, Inc.",POINT (-92.315215 42.495394),1975 Franklin St,Waterloo
5086,"Central Mart I, LLC.",POINT (-96.385071 42.515989),"2501, Floyd Blvd",Sioux City
2550,Hy-Vee Food Store / Osceola,POINT (-93.77321 41.030569),510 West Mclane,Osceola
4326,Stratford Food Center,POINT (-93.92715 42.271302),829 Shakespeare Ave,Stratford
5460,Smokin Joe's # 6 Tobacco and Liquor Outlet,POINT (-91.599549 41.68363),2411 2nd St Ste 4,Coralville
5873,West D Liquors,POINT (-93.773 41.572163),5014 EP True Pkwy,West Des Moines
5777,Casey's General Store #2610 / Atlantic,POINT (-94.993002 41.403852),1408 E 7th St,Atlantic
2650,Hy-Vee Wine and Spirits / Harlan,POINT (-95.339881 41.650658),1808 23rd St,Harlan
